dataset,epsilon,feature,feature_index,repetition,resolution,mse,seed
Adult Income,0.5,hours-per-week,11,9,20,0.05049034509031557,89894
Adult Income,0.5,native-country,12,9,20,0.33297783945034976,29869
Adult Income,1.0,age,0,0,20,0.01983465055678091,90207
Adult Income,1.0,workclass,1,0,20,0.0018851329357365573,67199
Adult Income,1.0,education,2,0,20,0.010511619719347845,89039
Adult Income,1.0,education-num,3,0,20,0.013355306986849757,19951
Adult Income,1.0,marital-status,4,0,20,0.001298602222977929,75824
Adult Income,1.0,occupation,5,0,20,0.017004047925072353,94211
Adult Income,1.0,relationship,6,0,20,0.0006814345336932613,4859
Adult Income,1.0,race,7,0,20,0.0008005392724589153,36511
Adult Income,1.0,sex,8,0,20,0.000517685292674403,63651
Adult Income,1.0,capital-gain,9,0,20,0.019985360010813597,10549
Adult Income,1.0,capital-loss,10,0,20,0.011562126263506996,51006
Adult Income,1.0,hours-per-week,11,0,20,0.003486429052693074,62910
Adult Income,1.0,native-country,12,0,20,0.16438443211942638,76398
Adult Income,1.0,age,0,1,20,0.010710204030140454,92715
Adult Income,1.0,workclass,1,1,20,0.0041637878788082375,40982
Adult Income,1.0,education,2,1,20,0.041859536298566674,44037
Adult Income,1.0,education-num,3,1,20,0.008720174370854284,47421
Adult Income,1.0,marital-status,4,1,20,0.006670288917695208,95459
Adult Income,1.0,occupation,5,1,20,0.01391034773478646,19575
Adult Income,1.0,relationship,6,1,20,0.0003531231093894943,49989
Adult Income,1.0,race,7,1,20,0.0003479529016029262,4983
Adult Income,1.0,sex,8,1,20,0.00016535284509794997,42522
Adult Income,1.0,capital-gain,9,1,20,0.009464738428219304,94531
Adult Income,1.0,capital-loss,10,1,20,0.02244687344063618,62021
Adult Income,1.0,hours-per-week,11,1,20,0.012730090606865111,34961
Adult Income,1.0,native-country,12,1,20,0.07660774956335023,99509
Adult Income,1.0,age,0,2,20,0.01290088041678287,60375
Adult Income,1.0,workclass,1,2,20,0.014360550862549221,94894
Adult Income,1.0,education,2,2,20,0.018121814930276293,1633
Adult Income,1.0,education-num,3,2,20,0.014440524627927262,46004
Adult Income,1.0,marital-status,4,2,20,0.004255112770492804,83495
Adult Income,1.0,occupation,5,2,20,0.0026478127743641564,75772
Adult Income,1.0,relationship,6,2,20,0.0010332519616326728,40749
Adult Income,1.0,race,7,2,20,0.0010989055733123703,49742
Adult Income,1.0,sex,8,2,20,3.204710404428795e-05,42024
Adult Income,1.0,capital-gain,9,2,20,0.022304581979139305,52931
Adult Income,1.0,capital-loss,10,2,20,0.012398568332218385,23024
Adult Income,1.0,hours-per-week,11,2,20,0.028413588109533323,78578
Adult Income,1.0,native-country,12,2,20,0.16289379941258852,7770
Adult Income,1.0,age,0,3,20,0.014370442572759337,41465
Adult Income,1.0,workclass,1,3,20,0.004853490736151296,28186
Adult Income,1.0,education,2,3,20,0.01519983821596774,73448
Adult Income,1.0,education-num,3,3,20,0.02575309079687232,74929
Adult Income,1.0,marital-status,4,3,20,0.003155755696388359,71114
Adult Income,1.0,occupation,5,3,20,0.010158639544362412,92446
Adult Income,1.0,relationship,6,3,20,0.0002565059721500366,93205
Adult Income,1.0,race,7,3,20,0.0020110253544144865,18464
Adult Income,1.0,sex,8,3,20,1.3757768476653344e-05,11493
Adult Income,1.0,capital-gain,9,3,20,0.02326831973018176,13236
Adult Income,1.0,capital-loss,10,3,20,0.02704423845549005,72901
Adult Income,1.0,hours-per-week,11,3,20,0.017099177608483535,97032
Adult Income,1.0,native-country,12,3,20,0.060594761603357264,92742
Adult Income,1.0,age,0,4,20,0.014359368782559346,66824
Adult Income,1.0,workclass,1,4,20,0.0017797758824714311,96792
Adult Income,1.0,education,2,4,20,0.020651582647560382,87126
Adult Income,1.0,education-num,3,4,20,0.009756032296786081,1470
Adult Income,1.0,marital-status,4,4,20,0.002126008904557732,11923
Adult Income,1.0,occupation,5,4,20,0.010414478862628019,86364
Adult Income,1.0,relationship,6,4,20,0.0007549509920493297,8235
Adult Income,1.0,race,7,4,20,0.004211811100642924,98119
Adult Income,1.0,sex,8,4,20,3.334513357083915e-05,82737
Adult Income,1.0,capital-gain,9,4,20,0.023412233609169213,95721
Adult Income,1.0,capital-loss,10,4,20,0.026204499187850935,36032
Adult Income,1.0,hours-per-week,11,4,20,0.017423361734677192,14876
Adult Income,1.0,native-country,12,4,20,0.1278085057396886,51686
Adult Income,1.0,age,0,5,20,0.011204437994199403,97262
Adult Income,1.0,workclass,1,5,20,0.007521814915375309,36722
Adult Income,1.0,education,2,5,20,0.012114627801648369,88993
Adult Income,1.0,education-num,3,5,20,0.009320237959451892,38383
Adult Income,1.0,marital-status,4,5,20,0.005711104309736982,82237
Adult Income,1.0,occupation,5,5,20,0.03889701549133199,22957
Adult Income,1.0,relationship,6,5,20,0.0005626059929330285,47998
Adult Income,1.0,race,7,5,20,0.003581500479930732,32684
Adult Income,1.0,sex,8,5,20,0.0001445631862812688,23237
Adult Income,1.0,capital-gain,9,5,20,0.007627164049880074,89268
Adult Income,1.0,capital-loss,10,5,20,0.032758285275072546,80188
Adult Income,1.0,hours-per-week,11,5,20,0.011471365594083297,13965
Adult Income,1.0,native-country,12,5,20,0.04318683808308749,92353
Adult Income,1.0,age,0,6,20,0.022066273266406648,97097
Adult Income,1.0,workclass,1,6,20,0.0035768218023344927,26613
Adult Income,1.0,education,2,6,20,0.012952425659909981,42642
Adult Income,1.0,education-num,3,6,20,0.01736356677294624,53893
Adult Income,1.0,marital-status,4,6,20,0.0009218509846369846,65709
Adult Income,1.0,occupation,5,6,20,0.013104796010293056,44275
Adult Income,1.0,relationship,6,6,20,0.0017557900034080628,14875
Adult Income,1.0,race,7,6,20,0.0042908309157624405,93101
Adult Income,1.0,sex,8,6,20,0.0005210442144689384,69202
Adult Income,1.0,capital-gain,9,6,20,0.01801320945739041,4051
Adult Income,1.0,capital-loss,10,6,20,0.018733122419712936,81430
Adult Income,1.0,hours-per-week,11,6,20,0.017034431162846336,73200
Adult Income,1.0,native-country,12,6,20,0.0800128844769529,18327
Adult Income,1.0,age,0,7,20,0.006236637785073552,61437
Adult Income,1.0,workclass,1,7,20,0.010868811381855444,50167
Adult Income,1.0,education,2,7,20,0.010352906012475712,2836
Adult Income,1.0,education-num,3,7,20,0.011623556890684691,92739
Adult Income,1.0,marital-status,4,7,20,0.0063084339922880135,71921
Adult Income,1.0,occupation,5,7,20,0.008239855779201888,31021
Adult Income,1.0,relationship,6,7,20,0.001485361045362601,1599
Adult Income,1.0,race,7,7,20,0.0009164544852320024,9127
Adult Income,1.0,sex,8,7,20,0.00025062473744629025,75795
Adult Income,1.0,capital-gain,9,7,20,0.015700522017538094,14933
Adult Income,1.0,capital-loss,10,7,20,0.030172809840503363,51275
Adult Income,1.0,hours-per-week,11,7,20,0.014688420377293888,89870
Adult Income,1.0,native-country,12,7,20,0.0826575833087542,92910
Adult Income,1.0,age,0,8,20,0.025058600126347152,26792
Adult Income,1.0,workclass,1,8,20,0.002489844743709143,6608
Adult Income,1.0,education,2,8,20,0.013300057469325027,49487
Adult Income,1.0,education-num,3,8,20,0.027049828825479846,84131
Adult Income,1.0,marital-status,4,8,20,0.006700828788070914,62465
Adult Income,1.0,occupation,5,8,20,0.011785601639192731,6669
Adult Income,1.0,relationship,6,8,20,0.00043993403938667313,65017
Adult Income,1.0,race,7,8,20,0.004106133118801494,34430
Adult Income,1.0,sex,8,8,20,4.346205579149022e-05,22621
Adult Income,1.0,capital-gain,9,8,20,0.017091991738002583,43029
Adult Income,1.0,capital-loss,10,8,20,0.04336781026362774,87329
Adult Income,1.0,hours-per-week,11,8,20,0.00849398638074415,96606
Adult Income,1.0,native-country,12,8,20,0.12060800041863133,14105
Adult Income,1.0,age,0,9,20,0.0235526405344805,56223
Adult Income,1.0,workclass,1,9,20,0.0019339132400712394,76149
Adult Income,1.0,education,2,9,20,0.01285530084468508,25886
Adult Income,1.0,education-num,3,9,20,0.00950438476298656,27265
Adult Income,1.0,marital-status,4,9,20,0.0014211822997185427,24167
Adult Income,1.0,occupation,5,9,20,0.012360677769292134,20961
Adult Income,1.0,relationship,6,9,20,0.0007719727672953297,88811
Adult Income,1.0,race,7,9,20,0.0017436098422848698,21862
Adult Income,1.0,sex,8,9,20,0.00017403255670759543,22586
Adult Income,1.0,capital-gain,9,9,20,0.01256539320747461,12544
Adult Income,1.0,capital-loss,10,9,20,0.022268010327882982,12455
Adult Income,1.0,hours-per-week,11,9,20,0.008998422696397857,77846
Adult Income,1.0,native-country,12,9,20,0.0902919933589681,28833
Adult Income,2.0,age,0,0,20,0.0066832914632688175,80197
Adult Income,2.0,workclass,1,0,20,9.042757460976856e-05,58612
Adult Income,2.0,education,2,0,20,0.007428640107021423,85840
Adult Income,2.0,education-num,3,0,20,0.00498156940783081,55409
Adult Income,2.0,marital-status,4,0,20,0.002434497767887924,76416
Adult Income,2.0,occupation,5,0,20,0.0026771097367197633,80971
Adult Income,2.0,relationship,6,0,20,0.000589328444161813,6103
Adult Income,2.0,race,7,0,20,0.00022614772753113327,56047
Adult Income,2.0,sex,8,0,20,8.700322966048116e-06,45465
Adult Income,2.0,capital-gain,9,0,20,0.007444984494975262,28842
Adult Income,2.0,capital-loss,10,0,20,0.006309254244139611,45244
Adult Income,2.0,hours-per-week,11,0,20,0.005687834931966793,41289
Adult Income,2.0,native-country,12,0,20,0.07251926231632295,49182
Adult Income,2.0,age,0,1,20,0.0030577503043146895,81812
Adult Income,2.0,workclass,1,1,20,0.0009784491517692841,82549
Adult Income,2.0,education,2,1,20,0.00525482719611089,62650
Adult Income,2.0,education-num,3,1,20,0.0020493132709356867,71028
Adult Income,2.0,marital-status,4,1,20,0.0015397582168682404,95907
Adult Income,2.0,occupation,5,1,20,0.001768252681084553,63690
Adult Income,2.0,relationship,6,1,20,0.00035957502554816975,36940
Adult Income,2.0,race,7,1,20,0.0002358430725422444,8208
