dataset,epsilon,repetition,non_private_ranking,private_ranking,similarity,seed
2,2.0,9,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14  2 13  4  7  0  3  6  5  8],0.9142857142857143,61538
2,5.0,0,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9  7  0 13 14  4  2  3  8  5  6],0.9523809523809523,76405
2,5.0,1,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  1 11 12  9 13 14  7  0  4  2  3  8  5  6],0.9809523809523809,38367
2,5.0,2,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11  9 12  7 14 13  0  4  2  3  8  5  6],0.9714285714285714,46092
2,5.0,3,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  1 11 12  9 13 14  7  0  2  4  3  8  5  6],0.9714285714285714,99720
2,5.0,4,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  1 11 12  9 14  7 13  0  2  4  3  8  6  5],0.9619047619047619,80498
2,5.0,5,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  1 11 12  9 13 14  7  4  0  2  3  8  5  6],0.9714285714285714,98083
2,5.0,6,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 13 14  7  0  2  4  3  8  6  5],0.9714285714285714,37952
2,5.0,7,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14 13  4  0  7  2  3  8  6  5],0.9619047619047619,68554
2,5.0,8,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 13  7 14  0  4  2  3  8  5  6],0.9809523809523809,95010
2,5.0,9,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14 13  7  4  2  0  3  8  5  6],0.9809523809523809,65045
2,10.0,0,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  1 11 12  9 14  7 13  4  0  2  3  8  5  6],0.9714285714285714,84031
2,10.0,1,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  1 11 12  9 14  7 13  0  4  2  3  8  6  5],0.9714285714285714,68844
2,10.0,2,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14  7 13  0  4  2  3  8  5  6],0.9904761904761905,70400
2,10.0,3,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14 13  7  0  2  4  3  8  6  5],0.9809523809523809,38892
2,10.0,4,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14 13  7  0  2  4  3  8  5  6],0.9904761904761905,87515
2,10.0,5,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14 13  7  0  4  2  3  8  6  5],0.9904761904761905,13509
2,10.0,6,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14 13  7  0  2  4  3  8  6  5],0.9809523809523809,57890
2,10.0,7,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  1 11 12  9 14  0  7 13  4  2  3  8  5  6],0.9619047619047619,72148
2,10.0,8,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14  7 13  0  4  2  3  8  6  5],0.9809523809523809,84548
2,10.0,9,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],1.0,52535
