dataset,epsilon,repetition,non_private_ranking,private_ranking,similarity,seed
2,2.0,9,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10  4 12 11  9 14 13  2  0  7  3  8  6  5],0.8857142857142857,61538
2,5.0,0,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 12 11  9  7 13  0  4 14  2  3  8  6  5],0.9333333333333333,76405
2,5.0,1,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12 14  9  2  0  4 13  7  3  6  8  5],0.8952380952380953,38367
2,5.0,2,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11  9 13 12  7 14  4  2  0  3  5  6  8],0.9238095238095239,46092
2,5.0,3,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11  9 12 14 13  7  0  4  2  3  6  8  5],0.9714285714285714,99720
2,5.0,4,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14  7  0 13  4  2  3  5  6  8],0.9619047619047619,80498
2,5.0,5,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14 13  0  7  4  2  3  6  5  8],0.9619047619047619,98083
2,5.0,6,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14 13  4  7  0  2  3  8  5  6],0.9809523809523809,37952
2,5.0,7,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14 13  7  0  4  2  3  5  6  8],0.9809523809523809,68554
2,5.0,8,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11  9 12  7 13 14  0  4  2  3  5  6  8],0.9428571428571428,95010
2,5.0,9,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 14 12  9 13  2  7  0  4  3  5  8  6],0.9428571428571428,65045
2,10.0,0,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14  7 13  0  4  2  3  8  5  6],0.9904761904761905,84031
2,10.0,1,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10  9 11 12 14 13  7  0  4  2  3  5  8  6],0.9714285714285714,68844
2,10.0,2,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 12 11  9 14 13  0  4  7  2  3  5  8  6],0.9619047619047619,70400
2,10.0,3,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14 13  7  0  4  2  3  6  5  8],0.9714285714285714,38892
2,10.0,4,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14  0 13  7  4  2  3  5  8  6],0.9714285714285714,87515
2,10.0,5,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14  0 13  7  4  2  3  5  8  6],0.9714285714285714,13509
2,10.0,6,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11  9 12 14 13  0  7  4  2  3  5  8  6],0.9714285714285714,57890
2,10.0,7,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14 13  7  0  4  2  3  5  8  6],0.9904761904761905,72148
2,10.0,8,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  9 14 13  0  7  2  4  3  6  8  5],0.9619047619047619,84548
2,10.0,9,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 12 11  9 14 13  0  7  4  2  3  5  8  6],0.9714285714285714,52535
