dataset,epsilon,repetition,non_private_ranking,private_ranking,similarity,seed
2,0.1,1,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 4 14 12 10  7  1 13 11  3  6  2  9  0  8  5],0.6761904761904762,63696
2,0.1,2,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[14  6  9  0 12  4 13  1  5 11  8  2  3 10  7],0.4857142857142857,51113
2,0.1,3,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[11  3 13 10  9  2  5  0  6  4  1 14  7 12  8],0.5333333333333333,26978
2,0.1,4,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[14  0 11  5 10  7  3  9 13  8 12  6  4  2  1],0.5333333333333333,30782
2,0.1,5,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 6 13  5  7  0  4  9 14 12  3  2 10  8 11  1],0.3142857142857143,4097
2,0.1,6,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 4  0  9 11  5 10 14  7  2  1 12  3 13  8  6],0.6,7524
2,0.1,7,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10 12  6  4 11 13 14  1  0  5  3  9  8  2  7],0.6095238095238096,1652
2,0.1,8,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[14 13  1 12 11  8  9  5  0  7  2  4  6  3 10],0.6571428571428571,17526
2,0.1,9,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10 11  6  0  8  2 13 12  3  5  9  7  1 14  4],0.4857142857142857,81327
2,0.2,0,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1  4 10 14 11  2  3 13  5  9  6  7  8 12  0],0.6571428571428571,64941
2,0.2,1,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 2  0  3  1  8  9 12 10 14  5  4  7 11  6 13],0.5142857142857142,91275
2,0.2,2,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 4  1 12 14  8  2 11 10  3  0  9 13  7  6  5],0.6476190476190476,50362
2,0.2,3,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[11 12 10 14  1  9  0  7 13  6  5  4  3  2  8],0.8095238095238095,60663
2,0.2,4,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[14 10 11  9  0  1  2  4  6  8  5 13 12  7  3],0.6666666666666666,97074
2,0.2,5,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  7  5 11  2  8 13 12  1  0 14  3  4  6  9],0.5619047619047619,72949
2,0.2,6,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 4 13 14 10 11  1 12  7  6  5  3  2  9  0  8],0.6285714285714286,63227
2,0.2,7,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  5  2 12  8 11  7  0  3 14  1  9 13  4  6],0.5333333333333333,54362
2,0.2,8,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1  4  0 12  9  2 13 10 11  8  5 14  7  6  3],0.6761904761904762,55991
2,0.2,9,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1  5  4 11 14  7  9  3  0  8  2 10 13  6 12],0.5523809523809524,93507
2,0.5,0,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 12  7 10  9  2  0 11  4  3 14  6  8 13  5],0.7714285714285715,27734
2,0.5,1,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 13 12  5  7 11  2  4  9  6  8  0  3 14],0.6857142857142857,81585
2,0.5,2,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[12  7  2 10 13  1  8 11 14  9  4  3  6  5  0],0.6761904761904762,67087
2,0.5,3,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1  9 12 10  7  2  4 11 13 14  3  8  5  0  6],0.8,273
2,0.5,4,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  7  1  9 11  4  0 13  3 12  5  8  6 14  2],0.7333333333333333,39414
2,0.5,5,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  1  0  2  9 13 11  5  4 14  3  6  7  8 12],0.6571428571428571,85740
2,0.5,6,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 11  9 14  2 12  4  3  6  5  0 13  7  8 10],0.6476190476190476,55431
2,0.5,7,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 9  1 10  0  4 13 11 12 14  7  2  8  3  5  6],0.8285714285714286,3358
2,0.5,8,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[14 10  1  5  4  9 11 13  0  3  2  6  7  8 12],0.6476190476190476,76488
2,0.5,9,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1  0 10  7 12 13 14  9  2 11  6  3  5  8  4],0.7238095238095238,72965
2,1.0,0,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  1 11  0 14 12  4  8  7  2  9 13  6  5  3],0.780952380952381,84657
2,1.0,1,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  1 13  0 12  9  7 14 11  8  4  2  3  5  6],0.8285714285714286,17565
2,1.0,2,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 12 13  9  7 14 11  0  2  3  8  6  5  4],0.8666666666666667,8928
2,1.0,3,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  1  9 11 14 12 13  7  0  2  3  4  8  5  6],0.9428571428571428,86317
2,1.0,4,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[12  1 10 11 14  9 13  7  6  2  0  4  5  3  8],0.8666666666666667,2210
2,1.0,5,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10  2 12  9  0 11  7  6  3  5 13  4 14  8],0.7047619047619048,54146
2,1.0,6,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10  9 11 12 13  7  2 14  6  4  3  0  5  8],0.8571428571428571,8039
2,1.0,7,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 2  1 12 11 10  9 13  4 14  3  0  7  5  6  8],0.7904761904761904,29971
2,1.0,8,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11  7 13 12  9  4 14  0  2  8  5  3  6],0.8952380952380953,48106
2,1.0,9,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1  7 10  0 11 14 13  4 12  9  2  5  6  8  3],0.7904761904761904,42268
2,2.0,0,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 12 14 11  9 13  0  7  2  4  3  5  8  6],0.9428571428571428,40323
2,2.0,1,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12 14  0  9  4  2 13  7  3  6  5  8],0.8952380952380953,2831
2,2.0,2,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[10  1 11  9  7  0 13 14  4 12  3  2  6  5  8],0.8476190476190476,535
2,2.0,3,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 12 11 13  9  7  5  0  2  4  3  8 14  6],0.8476190476190476,12428
2,2.0,4,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 11 12  7 13 14  9  2  4  0  8  3  6  5],0.8952380952380953,828
2,2.0,5,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 12 11  9 14  0 13  4  2  7  3  8  5  6],0.9523809523809523,67062
2,2.0,6,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 14 10 12  9 11 13  7  8  4  2  3  0  6  5],0.8666666666666667,52561
2,2.0,7,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 12  4  9 11  7 13  2 14  0  8  3  6  5],0.8571428571428571,64718
2,2.0,8,[ 1 10 11 12  9 14 13  7  0  4  2  3  8  5  6],[ 1 10 12 11  9  7 14 13  4  0  2  5  3  6  8],0.9333333333333333,25729
